obj,super_obj
hospitality school,vocational school
Officer of the Order of Liberty,officer
cabaret,tableware
tableware,kitchenware
gun control,law
law,rule
gun control,arms control
arms control,limitation
gun control,social issue
social issue,problem
gun control,political ideology
political ideology,ideology
Teen Choice Award for Best Villain,award for best (...)
sunshine pop,pop music
Ames,table apple
shakuhachi,fue
fue,flute
fue,traditional Japanese musical instrument
shakuhachi,end-blown flute
shakuhachi,bamboo flute
bamboo flute,flute
bamboo flute,bamboo musical instrument
shakuhachi,open single notch flutes with fingerholes
open single notch flutes with fingerholes,open single notch flutes
Miracle,sailboat
Miracle,dinghy
dinghy,boat
dinghy,human-powered watercraft
traditional Japanese music,music of Japan
biwa,traditional Japanese musical instrument
biwa,East Asian necked lute
East Asian necked lute,necked lute
biwa,necked bowl lutes
darkstep,drum and bass
professor,teacher
professor,academic
academic,teacher
academic,scholar
Tifa,protein-coding gene
Eden,processed cheese
processed cheese,cheese
processed cheese,processed food
Gotham,sans-serif
Gotham,geometric typeface
Eden,table apple
gong'an fiction,Chinese crime fiction
Chinese crime fiction,crime fiction
professor,fictional character
barbershop music,a cappella
barbershop music,vocal harmony
vocal harmony,harmony
vocal harmony,vocal music
Honorary Member of the Order of the British Empire,honorary member
musical saw,friction idiophone
friction idiophone,idiophone
musical saw,continuous-pitch instrument
printmaker,graphic artist
Nara,soft drink
Knight of the Order of Leopold,knight
honorary citizen of Berlin,honorary citizenship
Spellemannprisen,music award
Derby,cocktail
Derby,Python
Python,air-to-air missile
Derby,horse race
horse race,equestrian sport
horse race,sports competition
horse race,animal racing
Requiem,serif typeface
Nara,Nilo-Saharan
Nilo-Saharan,human language
National Culture Award of Catalonia,cultural prize
Ramon Llull Award,award
hymn,poem
ode,lyric poetry
lyric poetry,poetry
lyric poetry,lyricism
ode,poem
horn player,brass player
breakstep,UK garage
honorary doctor of the Catholic University of Louvain,honorary doctorate
coldwave,new wave
coldwave,post-punk
hymn,song
hymn,practical poetry
practical poetry,poetry
practical poetry,lyric poetry
practical poetry,brugstekst
honorary doctorate of Pompeu Fabra University,honorary doctorate
honorary doctorate of the University of Lleida,honorary doctorate
honorary doctor of the University of Madrid Complutense,honorary doctorate
folk baroque,contemporary folk music
honorary doctor of the University of Utrecht,honorary doctorate
Honorary Doctorate from the National Autonomous University of Mexico,honorary doctorate
UK funky,electronic dance music
vispop,pop music
vispop,music of Scandinavia
music of Scandinavia,music of the Nordic countries
Grand Cross of the Legion of Honour,grand cross
Commander's Cross of the Order of Merit of the Federal Republic of Germany,commander
ornithologist,vertebrate zoologist
vertebrate zoologist,zoologist
skateboarder,roller athlete
roller athlete,athlete
roller athlete,competitive player
Knight's Cross of the Order of Franz Joseph,knight
Grammy Award for Best Contemporary Instrumental Album,award for best album (genre)
pedal steel guitar,steel guitar
Te Deum,Catholic Mass
Catholic Mass,Mass (liturgy)
kin,plucked string instrument
kin,traditional Japanese musical instrument
ethnomusicologist,ethnologist
ethnologist,anthropologist
ethnologist,social scientist
ethnomusicologist,folklorist
folklorist,cultural anthropologist
ethnomusicologist,ethnographer
ethnographer,social scientist
ethnomusicologist,musicologist
children,kindred
kindred,group of humans
Commander of the Order of the Sun of Peru,commander
Israeli rock,music of Israel
music of Israel,music of the Middle East
Israeli rock,rock music
Canadian rock,rock music
Canadian rock,music of Canada
soprano sfogato,soprano
anthropologist,social scientist
man,protein-coding gene
woman,adult
adult,organism
woman,female human
female human,human
female human,female organism
Quechua,Indigenous languages of the Americas
man,adult
man,male human
male human,human
male human,male organism
columnist,writer
columnist,journalist
columnist,opinion journalist
Moi,West Bird's Head
West Bird's Head,West Papuan
poet lawyer,poet
poet lawyer,jurist
Writers Guild of America Award,cultural prize
Christian hardcore,hardcore punk
Christian hardcore,Christian music
Cinema,sailplane
sailplane,glider
sailplane,sportplane
Cinema,military aircraft
military aircraft,military vehicle
military aircraft,purpose-designed aircraft
Young,mango
Liedermacher,singer-songwriter
singer-songwriter,singer
singer-songwriter,songwriter
Liedermacher,music of Germany
Liedermacher,singer-songwriter music
Neapolitan,Italo-Romance
musical improvisation,improvisation
improvisation,activity
musical improvisation,specialty
specialty,knowledge system
specialty,knowledge type
musical improvisation,musical performance
honorary doctor of the Eastman School of Music,honorary doctorate
controller,public office
public office,position
input-output device,peripheral
controller,function
function,binary relation
function,partial function
soloist,musician
soloist,singleton
singleton,set
singleton,n-tuple
singleton,monad
singleton,unordered n-tuple
Southern gospel,gospel music
Solo,yal
Bari,Eastern Nilotic
Eastern Nilotic,Nilotic
Solo,margarine
margarine,fat spread
margarine,vegetable fat
margarine,margarine and similar edible fats
margarine,"Margarines, spreads, mayonnaise and other fatty emulsion products"
Klang,video game character
MTV Europe Music Award for Best Polish Act,award for best artist
Solo,lemon-lime drink
lemon-lime drink,citrus soda
lemon-lime drink,carbonated beverage
Solo,soft drink
serialism,modern classical music
Jubilee,vegetable
vegetable,food ingredient
vegetable,plant-based food
Jubilee,tomato
tomato,vegetable
tomato,berry
tomato,fruit vegetable
tomato,fruit
soloist,ballet dancer
bitpop,bit music
bitpop,electronic pop
Tunis,sheep
Shanghainese,inhabitant
Shanghainese,Chinese
Chinese,inhabitant
Chinese,East Asians
Mestizo,baroque architecture
baroque architecture,architecture
baroque architecture,Baroque art
Bari,Bari
Shanghainese,Wu Chinese
Wu Chinese,Chinese
Wu Chinese,Sinitic
digital hardcore,hardcore (electronic dance music)
digital hardcore,punk music
Cantonese,Yuehai Yue
Yuehai Yue,Yue Chinese
cabasa,shaken idiophone
Tuvan throat singing,Central Asian throat singing
Central Asian throat singing,throat singing
Central Asian throat singing,Turkic-Mongolic traditional music
clavinet,keyboard instrument
clavinet,electro-acoustic chordophones
Walla Walla,Northern Sahaptin
Northern Sahaptin,Sahaptin
jingle bell,charge
charge,symbol
charge,motif
electric viola,viola
electric viola,electronic musical instrument
vallenato,music of Colombia
music of Colombia,music of Latin America
music of Colombia,music of South America
vallenato,tropical music
vallenato,music of the Caribbean
vallenato,Hispanic American music
church organ,organ
church organ,geographical feature
geographical feature,geographic entity
xylophone,mallet percussion instrument
sarinda,necked bowl lutes played with a bow
necked bowl lutes played with a bow,bowed string instrument
necked bowl lutes played with a bow,necked bowl lutes
country and Irish,country music
urban contemporary gospel,gospel music
urban contemporary gospel,black gospel music
lounge rock,rock music
Latin Grammy Award for Best Contemporary Tropical Album,award for best album (genre)
jingle bell,crotal bell
crotal bell,bell
crotal bell,land vehicle component
jingle bell,thin bell
thin bell,bell
baritone guitar,guitar
baritone guitar,baritone
gothic punk,punk rock
gothic punk,gothic rock
Thompson,Interior Salish
Interior Salish,Salishan
Alexander,trio cocktail
Vincent,Vildebeest
Vildebeest,bomber
Vildebeest,torpedo bomber
Vildebeest,land-based aircraft
Vildebeest,light bomber
Tivoli,roller coaster
roller coaster,amusement ride
Delaware,Eastern Algonquian
Eastern Algonquian,Algonquian
Alexander,apple
Alexander,table apple
Alexander,cooking apple
New Zealand hip hop,hip hop music
New Zealand hip hop,music of New Zealand
music of New Zealand,music of Oceania
Guelph,table apple
Juno Award for Children's Album of the Year,award for best album (genre)
gabber,hardcore (electronic dance music)
scat singer,jazz singer
writing,written communication
written communication,interpersonal communication
written communication,formal communication
writing,verbal communication
verbal communication,communication
new music,pop music
new music,music of Japan
Shakespearean comedy,comedy
kuduro,electronic dance music
kuduro,music of Central Africa
township music,South African jazz
South African jazz,jazz
South African jazz,music of South Africa
librarian,information professional
information professional,white-collar worker
librarian,library personnel
library personnel,employee
horror novel,horror literature
horror literature,horror fiction
horror literature,fiction literature
horror novel,speculative/fantastic fiction novel
speculative/fantastic fiction novel,novel
speculative/fantastic fiction novel,speculative/fantastic fiction literature
Chuck Wagon,Ferris wheel
Ferris wheel,wheel
Ferris wheel,amusement ride
writing,narration
narration,communication
writing,artistic creation
writing,writing
invasion literature,war fiction
war fiction,fiction
cultural anthropologist,anthropologist
cultural anthropologist,cultural studies scholar
Swahili,Swahili
Swahili,Bantu
Swahili,Sabaki
calligrapher,artist
Moog Taurus,analog synthesizer
MTV Europe Music Award for Best Portuguese Act,award for best performance
Khorramshahr,medium-range ballistic missile
medium-range ballistic missile,ballistic missile
writing,action
action,occurrence
writing,recording
recording,technical activity
writing,access operation
access operation,action
access operation,data processing
writing,creation
creation,planned process
writing,writing or drawing
writing or drawing,human communication
writing or drawing,artistic activity
Wood organ,musical instrument
African popular music,music of Africa
African popular music,popular music
Xhosa,Nguni
Nguni,Southern Bantu
Xhosa,Zunda
Zunda,Nguni
television,mass media
mass media,information system
mass media,media
mass media,agent
television,broadcasting
Lingala,Bangi–Ntomba
Bangi–Ntomba,Bangi–Tetela
writing,communication
communication,social process
communication,information exchange
writing,communication source
communication source,source
Bantu,Southern Bantoid
Sabaki,Northeast Coast Bantu
Z,vehicle markings
vehicle markings,mark
dub poetry,poetry
dub poetry,roots reggae
dub poetry,performance poetry
performance poetry,poetry
performance poetry,performance art
magic realism,fantasy
fantasy,speculative/fantastic fiction
conservationist,environmentalist
Gothic fiction,speculative/fantastic fiction
speculative/fantastic fiction,fiction
vampire novel,vampire literature
vampire literature,horror literature
vampire literature,vampire fiction
vampire literature,monster literature
vampire novel,speculative/fantastic fiction novel
vampire novel,horror novel
magic realism,literature
literature,art
literature,class
Grand Officer of the National Order of Honor and Merit,grand officer
Silver Musgrave Medal,Musgrave Medal
epistolary novel,novel
novel,narration
novel,literary work
epistolary novel,false document
false document,narrative technique
epistolary novel,epistolary fiction
epistolary fiction,high literature
epistolary fiction,fiction literature
Maine,draft horse
draft horse,horse
draft horse,draft animal
conducting,musical performance
Dioula,Mande
social worker,social worker
social worker,worker
Jazz,sailboat
Jazz,windsurf
comics writer,writer
comics writer,author
comics writer,comics creator
comics creator,author
TRL Awards,music award
Jazz,electric multiple unit
Jazz,Alstom Coradia Meridian
Alstom Coradia Meridian,Alstom Coradia
cadence rampa,music of Haiti
music of Haiti,music of Latin America
music of Haiti,French Caribbean music
music of Haiti,music of the Greater Antilles
Premio Lunezia,award
Premio Lunezia,music competition
Jazz,diet cola
diet cola,cola
diet cola,diet soda
Jazz,apple
Jazz,table apple
worker,occupation
liturgical music,religious music
liturgical music,ritual music
ritual music,event music
researcher,researcher
researcher,non-fiction writer
researcher,academic professional
storyteller,performing artist
academic professional,knowledge worker
physicist,scientist
research fellow,researcher
Nigar Awards,film award
social and religious professionals,"legal, social and cultural professionals"
flamenco rock,rock music
flamenco rock,music of Andalusia
music of Andalusia,music of Spain
astrophysicist,astronomer
astronomer,scientist
astrophysicist,physicist
security guard,security guards and security agencies
security guards and security agencies,protective services workers
researcher,academic rank
academic rank,title
academic rank,academic title
academic rank,rank
Electronic tablas,musical instrument
honorary doctor of the University of Hertfordshire,honorary doctorate
Urdu,Khariboli
Khariboli,Kauravi
astrophysics,astronomy
astronomy,exact science
astronomy,physical sciences
astrophysics,physics
physics,natural science
Chicago house,house music
canoeist,athlete
Silla,month of the Nepal Sambat
month of the Nepal Sambat,month
ngoni,harp lutes
ngoni,arched spike harps with tall stringholders
arched spike harps with tall stringholders,harp lutes
Alabama,Muskogean
video artist,filmmaker
video artist,new media artist
Commander of the Order of Ouissam Alaouite,commander
Gnawa music,music of North Africa
Gnawa music,African folk music
African folk music,traditional folk music
African folk music,music of Africa
hyphy,hip hop music
canoeing and kayaking,water sport
canoeing and kayaking,water tourism
water tourism,tourism
canoeing and kayaking,sports tourism
sports tourism,tourism
music of Morocco,music of North Africa
crossover rock,rock music
Algerian chaabi,chaabi
chaabi,music of North Africa
timbales,membranophones
real estate entrepreneur,entrepreneur
Andover,airliner with piston engines
airliner with piston engines,airliner
airliner with piston engines,transport aircraft with piston engines
Andover,airliner biplane with 1 engine
airliner biplane with 1 engine,airliner biplane
airliner biplane with 1 engine,airliner with 1 engine
airliner biplane with 1 engine,biplane with 1 engine
bendir,membranophones
bendir,frame drum
Egyptian Arabic,varieties of Arabic
varieties of Arabic,Arabic
Polygon,Surface
Surface,Geometry
Mende,Mande
Mende,Mende-Loko
Mende-Loko,Southwestern Mande
Golden Raspberry Award for Worst Picture,award for worst (...)
Tectonic,logic puzzle
logic puzzle,puzzle
logic puzzle,mathematical problem
harpist,plucked instrument player
sound,strait
strait,landform
strait,water area
Kato,musical instrument
ney,open single end-blown flutes
open single end-blown flutes,single end-blown flutes
longitudinal wave,progressive wave
acoustic wave,elastic wave
kickboxer,boxer
Warr Guitar,electro-acoustic chordophones
electric upright bass,electro-acoustic chordophones
tradesperson,worker
tradesperson,specialist
tradesperson,trader
tradesperson,manual worker
livetronica,electronica
livetronica,jam band music
jam band music,rock music
