obj,super_obj
Phoenix,motor car
Andes,Gauls
Gauls,Ancient Celts
romance anime,anime
romance anime,romance film
stuttering,speech disorder
stuttering,articulation disorder
articulation disorder,speech disorder
articulation disorder,language disorder
stuttering,particular disease
heroic fantasy,fantasy
Jack and Jill,animated character
animated character,fictional character
Santa Fe,submarine
submarine,vessel
submarine,underwater vehicle
Thor,launch vehicle
Jack and Jill,dance competition
dance competition,competition
Thor,communications satellite
chase,activity
designer baby,baby
baby,child
designer baby,GMO
violence against women,gender violence
Bunraku,puppetry
Bunraku,traditional theatre of Japan
traditional theatre of Japan,theatre
chase,groove
groove,connector
nuclear technology,technology
Green Lantern,superhero
superhero,superhuman
superhero,hero
consciousness,phenomenon
consciousness,mental state
National Board of Review Award for Best Original Screenplay,award for best original screenplay
Immortals,imperial guard
imperial guard,royal guard
Warrior,tracked infantry fighting vehicle
tracked infantry fighting vehicle,infantry fighting vehicle
tracked infantry fighting vehicle,tracked armored personnel carrier
politics of memory,politics
Hop,telecommunication
telecommunication,remote communication
social reproduction,social process
propaganda through media,propaganda
battle royal,combat
combat,behavior
combat,violence
combat,conflict
combat,intentional human activity
combat,cause of death
disparity,state
Rio,MP3 player
MP3 player,portable audio player
economic change,change
InterCityExpress,electric multiple unit
electric multiple unit,railway traction vehicle
electric multiple unit,multiple unit
electric multiple unit,electric vehicle
InterCityExpress,high-speed train
high-speed train,trainset
InterCityExpress,passenger train service
passenger train service,train service
xenophobia,prejudice
Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Miniseries or Television Movie,Award for outstanding (...)
Kent,mango
Super,superhero
Super,superhuman
superhuman,fictional human
Super,animated character
Primetime Emmy Award for Outstanding Lead Actress in a Miniseries or a Movie,award for best television production
award for best television production,class of award
Surrey,carriage
carriage,horse-drawn vehicle
geocentric orbit,orbit
New Year's Eve,holiday
animated sitcom,sitcom
animated sitcom,animated series
animated series,television series
urban society,community
nurse,nursing professionals
nursing professionals,nursing and midwifery professionals
balance of nature,balance
balance,state
sexual addiction,hypersexuality
hypersexuality,sexual dysfunction
sexual addiction,behavioral addiction
behavioral addiction,addiction
behavioral addiction,impulse control disorder
Oasis,drink
society of Iran,society
Oasis,soft drink
anime television program,anime
anime television program,television program
street musician,musician
street musician,street artist
street artist,performing artist
street artist,visual artist
hentai,adult video game
adult video game,pornography
adult video game,video game
adult video game,erotica
adult video game,NSFW video game
hentai,cartoon pornography
cartoon pornography,pornography
cartoon pornography,pornographic film
cartoon pornography,animated film
hentai,erotic comic
erotic comic,erotica
erotic comic,adult comics
Samsara,reincarnation
reincarnation,hypothetical event
42,tile-based game
tile-based game,game
Samsara,Samsara
big city,city
city,urban area
city,city or town
phobia,fear
phobia,anxiety
phobia,neurosis
neurosis,theory
phobia,anxiety disorder
phobia,particular disease
Sif,protein
AACTA International Award for Best Screenplay,award for best screenplay
Eva,apple
hysteria,neurosis
Prometheus,liquid-propellant rocket
liquid-propellant rocket,rocket
Wanderlust,wish
Wanderlust,Q1288392
Q1288392,emotion
Alicante,Spanish wine
Alicante,tomato
Broadcast Film Critics Association Award for Best Art Direction,award for best production design
educational inequality,social issue
educational inequality,social inequality
education in the United States,education
teacher,educator
educator,educational personnel
educator,teaching professionals
addiction,behavior
addiction,habit
habit,pattern of behavior
habit,habit
addiction,health problem
holobiont,ecological unit
ecological unit,group of living things
Mainichi Film Award for Best Animation Film,anime award
anime award,animation award
anime award,anime and manga award
discrimination,action
computer animation,animation
animation,filmmaking
computer animation,computer-generated imagery
computer-generated imagery,digital art
computer-generated imagery,image
musical comedy,musical
musical comedy,comedy
musical comedy,humour
Portuguese Empire,colony
colony,geographic region
colony,dependent territory
discrimination,perception
pharmacology,health sciences
journalist,author
journalist,media professional
media professional,professional
journalist,media profession
media profession,profession
media profession,occupation
journalist,"authors, journalists and linguists"
"authors, journalists and linguists","legal, social and cultural professionals"
avarice,absence
zidovudine,bactericide
bactericide,antimicrobial agent
zidovudine,antiviral drug
antiviral drug,antimicrobial drug
antiviral drug,antiviral agent
zidovudine,nucleoside analogue
nucleoside analogue,structural analog
financial market,market
high fantasy,fantasy
Aldershot,bomber biplane with 1 engine
bomber biplane with 1 engine,bomber biplane
bomber biplane with 1 engine,biplane with 1 engine
bomber biplane with 1 engine,bomber with 1 engine
interstellar travel,spaceflight
adventure,scenario
scenario,narrative
adventure,script
script,literary work
adventure,tabletop role-playing game supplement
tabletop role-playing game supplement,work
tabletop role-playing game supplement,game expansion
loyalty,behavior
adventure,experience
adventure,artistic theme
artistic theme,cultural depiction
crime family,family
crime family,gang
object of non-science,object
Stanford torus,rotating wheel space station
rotating wheel space station,space station
Stanford torus,space habitat
space habitat,space station
space habitat,astroengineering object
low Earth orbit,geocentric orbit
Macon,lamb dish
lamb dish,meat dish
overpopulation,environmental issue
butler,domestic worker
Alzheimer's disease,tauopathy
tauopathy,encephalopathy
tauopathy,neurodegeneration
tauopathy,particular disease
Alzheimer's disease,aging-associated diseases
aging-associated diseases,disease
Alzheimer's disease,particular disease
retirement home,residential facility
residential facility,residence
residential facility,facility
civil rights movement,political movement
kaiju,tokusatsu
kaiju,monster film
affective computing,artificial intelligence
kaiju,monster
kaiju,fictional creature
Drift,change
Soko,Bangi–Tetela
Bangi–Tetela,Central-Western Bantu
Soko,Soko
nymphomania,hypersexuality
monitoring,observation
monitoring,Monitoring and Evaluation
aircraft,vehicle
aircraft,flying machine
unmanned vehicle,vehicle
Turbo,derivative
derivative,financial instrument
derivative,financial product
fraternity,fraternities and sororities
fraternity,fraternal organization
fraternal organization,organization
fraternal organization,community
fraternity,feeling
fraternity,interpersonal relationship
show tune,song
song,vocal music
song,lyrico-musical work
show tune,musical theater
musical theater,theatre
musical theater,stage and screen
Laurence Olivier Award,theatre award
theatre award,award
theatre award,performing arts award
Freezer,computer cooling
computer cooling,cooling
computer cooling,thermal management of electronic devices and systems
Haunter,video game character
sexual attraction,interpersonal attraction
interpersonal attraction,attraction
sister,sibling
sister,female human
Polish Academy Award for Best Film Score,award for best original music
sadomasochism,paraphilia
sadomasochism,BDSM
BDSM,lifestyle
BDSM,fetishism
BDSM,sexual roleplay
BDSM,sadomasochism
Lilting,singing
singing,activity
singing,musical performance
camera obscura,optical instrument
optical instrument,optical system
optical instrument,scientific instrument
optical instrument,camera and optics product
Son of God,title of Jesus
title of Jesus,title
title of Jesus,title of honor
Son of God,title of honor
title of honor,title
title of honor,award
title of honor,rank
Victoria,typewriter
typewriter,machine
Victoria,drag queen
drag queen,transformist
drag queen,performance artist
Victoria,airlifter
Deserts of Australia,desert
desert,ecosystem
desert,habitat
desert,landform
desert,arid regions
Victoria,drink
If I Stay,album
album,release group
cyborg,hybrid
hybrid,organism
hybrid,taxon
Empire Award for Best Visual Effects,award for best visual effects
Jewish culture,religious culture
religious culture,culture
Lanzarote,Spanish wine
Busan,Bisa-Busa
Bisa-Busa,Eastern Mande
eccentric loner,loner
loner,person
eccentric loner,outsider
eccentric loner,eccentric
eccentric,personality trait
Homosexuality in the United Kingdom,homosexuality in society
homosexuality in society,homosexuality
Tammy,fashion doll
fashion doll,doll
The Mule,dance
intersex film,film
parental mental illness,mental disorder
parental mental illness,parent with disabilities
parent with disabilities,parent
parent with disabilities,person with disabilities
single parent,parent
parent,first-degree relative
single parent,single person
Empire Award for Best Female Newcomer,award for best newcomer
award for best newcomer,film award category
award for best newcomer,theatre award category
award for best newcomer,music award category
behavioral disorder,clinical sign
clinical sign,sign
clinical sign,physiological condition
clinical sign,clinical finding
clinical sign,physiological measure
behavioral disorder,emotional and behavioral disorders
emotional and behavioral disorders,mental disorder diagnosed in childhood
MTV Movie Award for Best Virtual Performance,award for best performance
journalism ethics and standards,professional ethics
professional ethics,ethics
professional ethics,technical standard
journalism ethics and standards,media ethics
media ethics,ethics
journalism ethics and standards,code of conduct
code of conduct,document
code of conduct,contract
code of conduct,policy
psychological manipulation,social influence
Broadway,central processing unit
central processing unit,processor
drummer,percussionist
percussionist,instrumentalist
sensationalism,yellow journalism
yellow journalism,journalism
industrial sector,activity
armored warfare,combat arm
combat arm,military branch
success,occurrence
success,luck
success,result
attempted murder,attempt
attempt,crime
attempt,attempt
attempted murder,felony
felony,crime
attempted murder,violent crime
music education,pedagogy
Cambridge,sheep
Eden,processed cheese
processed cheese,cheese
processed cheese,processed food
Eden,table apple
Red Army,table apple
Plan 9,Unix
Unix,Unix-like operating system
petroleum industry,petroleum-gas industry
petroleum-gas industry,industrial sector
petroleum-gas industry,energy industry
petroleum industry,extractive industry
extractive industry,industrial sector
Titan,launch vehicle
retirement,storage
storage,method
storage,activity
storage,process
Titan,prison
Titan,Admiralty Islands
Admiralty Islands,Oceanic
Titan,computer
retirement,activity
retirement,end cause
Hundred Flowers Award for Best Animation,award for best (...)
retirement,occurrence
Critics' Choice Movie Award,film award
retirement,termination of employment
sport,shoot
shoot,plant organ
Filmfare Award for Best Performance in a Comic Role,award for best performance
Bollywood,cinema of India
cinema of India,cinematography
sport,physical activity
physical activity,motion
physical activity,human activity
election,choice
choice,intentional human activity
choice,selection
Black Mass,satanic ritual
satanic ritual,paganism
satanic ritual,occultism
satanic ritual,rite
Saigon,mango
comic book,book
book,document
book,media
comic book,comics
comics,narrative
comics,visual artwork
comics,sequential art
comics,literary work
comics,illustrated work
comic book,periodical
periodical,media
periodical,serial
periodical,recurring entity
comic book,cultural magazine
cultural magazine,magazine
cultural magazine,trade magazine
cultural magazine,popular magazine
comic book,series of creative works
series of creative works,group of works
series of creative works,creative work
series of creative works,series
Tomorrowland,themed area
state collapse,failure
state collapse,societal collapse
Tomorrowland,Tomorrowland
live action,film
Kite,monohull
Kite,yal
civil war,war
Spectre,video game character
Spectre,demon in a work of fiction
incest between siblings,incest
incest between siblings,sibling relationship
sibling relationship,family relation
incest between siblings,adelphogamy
adelphogamy,sexual reproduction
marriage fraud,romance scam
romance scam,fraud
routine,behavior
routine,series
Squamish,Coast Salish
Coast Salish,Salishan
Buzzard,fighter biplane
routine,performance
performance,event
performance,activity
performance,field of study
performance,artificial entity
sniper,enemy type
enemy type,video game character
enemy type,group of fictional characters
enemy type,class of fictional entities
astronaut,astronaut
astronaut,scientist
astronaut,aircrew
sniper,soldier
soldier,military personnel
Hybrid,hybrid
Hybrid,fictional species
fictional species,fictional taxon
exploration of Mars,space exploration
scientist,erudite person
aircrew,crew
aircrew,transportation occupation
harem,organization
harem,residence
residence,architectural structure
Eros,table apple
comedy music,humour
comedy music,music
investigative journalism,journalism
Quincy,fictional human
Madison,track cycling
track cycling,cycle sport
Madison,relay race
relay race,team sport
Demolition,demolition and site preparation
demolition and site preparation,specialised construction activities
Madison,dance
Cape Cod,American colonial architecture
American colonial architecture,Colonial architecture
Sexual abuse scandal in the Catholic archdiocese of Boston,Catholic sex abuse cases in the United States
Catholic sex abuse cases in the United States,Catholic Church sexual abuse cases
teen television film,television film
teen television film,teen film
teen television film,child and youth program
child and youth program,broadcasting program
fantasy television film,fantasy film
fantasy television film,television film
fantasy television film,fantasy television
Endangered,threatened species
threatened species,species
Egyptian mythology,mythology
mythology,folklore
mythology,world view
Egyptian mythology,religion
A24,traffic warning sign
traffic warning sign,traffic sign
traffic warning sign,safety sign
A24,warning road signs in France
warning road signs in France,traffic warning sign
warning road signs in France,road-sign in France
A24,road-sign in France
road-sign in France,traffic sign
mountaineering,climbing
mountaineering,mountain sport
mountain sport,sport
mountaineering,outdoor recreation
mountaineering,recreational mountaineering
recreational mountaineering,sport
recreational mountaineering,tourism
Mojave,Yuman–Cochimí
Yuman–Cochimí,Hokan
Human,fictional human
Human,Minecraft mob
diversity,quality
diversity,diversity
diversity,property
diversity,type
twins,sibling group
sibling group,kindred
sibling group,group of humans
Tilbury,carriage
type,class
collective behavior,group behaviour
peer pressure,social influence
social influence,contributing factor
Internet culture,digital culture
digital culture,culture
eccentricity,dimensionless quantity
dimensionless quantity,individual quantity
eccentricity,conic parameter
conic parameter,real number
conic parameter,parameter
conic parameter,individual quantity
unhappiness,negative emotion
Goat,fictional goat
fictional goat,fictional animal character
fictional goat,fictional bovid
Marauders,wizard in the Harry Potter universe
wizard in the Harry Potter universe,magician
wizard in the Harry Potter universe,fictional human
neoliberalism,economic liberalism
economic liberalism,liberalism
dog keeping,animal husbandry
animal husbandry,husbandry
culture of capitalism,culture
eccentricity,anticonformism
eccentricity,human behavior
war television series,television series
war television series,war fiction
rape,historical administrative division
historical administrative division,administrative territorial entity
historical administrative division,historical region
historical administrative division,historical fact
parody,parody
parody,humorous literature
humorous literature,comedy
humorous literature,literary work
humor,communication
oligarchy,organization
Anglic,Anglo-Frisian
rape,sexual assault
sexual assault,sex crime
poetry,literary work
flight,flight
flight,military aviation unit
flight,United States Air Force unit
United States Air Force unit,air force unit
United States Air Force unit,United States military unit
military aviation unit,military unit
flight,travel
flight,military unit
military unit,organizational subdivision
military unit,military organization
military unit,armed organization
locomotion,behaviour
locomotion,biological process
locomotion,active motion
flight,animal locomotion
animal locomotion,locomotion
flight,superhuman quality
flight,bowling style
bowling style,sports technique
mystery anime and manga,mystery fiction
mystery anime and manga,anime and manga
predestination,determinism
determinism,philosophical theory
alien language,language
Pilot,motor car
Pilot,apple
Civis Media Prize,television award
Civis Media Prize,radio award
radio award,award
myth,traditional story
traditional story,narrative
traditional story,verbal folklore
career,certain aspects of a person's life
certain aspects of a person's life,occurrence
certain aspects of a person's life,biographic information
Lion,coin
coin,work
coin,cash
coin,collectible
coin,item of collection or exhibition
coin,monetiform object
quest,quest
quest,task
quest,story arc
task,problem
task,activity
quest,fictional occurrence
myth,prose
prose,literary work
story arc,comics
story arc,work
Nikkan Sports Film Award,film award
urban fantasy,fantasy
Siri,Warji
Warji,West Chadic
British Independent Film Awards,film award
cycle of poverty,social issue
elite,social class
music video,short film
music video,visual arts
visual arts,art
music video,musical work
music video,audiovisual work
romantic fantasy,fantasy
law enforcement,enforcement
enforcement,intentional human activity
